Date,ALL,N,T,U,K,L,M,O,A,R,S,G,F,P,I,C,B,J,E,D,Q,H,retail/recreation,grocery/pharmacy,parks,transit,workplaces,driving,public_transport,walking,C1,C2,C3,C4,C5,C6,C7,C8,H1,H2,H3,retail/recreation_5,retail/recreation_10,retail/recreation_15,grocery/pharmacy_5,grocery/pharmacy_10,grocery/pharmacy_15,parks_5,parks_10,parks_15,transit_5,transit_10,transit_15,workplaces_5,workplaces_10,workplaces_15,driving_5,driving_10,driving_15,public_transport_5,public_transport_10,public_transport_15,walking_5,walking_10,walking_15,C1_5,C1_10,C1_15,C2_5,C2_10,C2_15,C3_5,C3_10,C3_15,C4_5,C4_10,C4_15,C5_5,C5_10,C5_15,C6_5,C6_10,C6_15,C7_5,C7_10,C7_15,C8_5,C8_10,C8_15,H1_5,H1_10,H1_15,H2_5,H2_10,H2_15,H3_5,H3_10,H3_15
2020-05-19,0.7417473150222795,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.5288933012791139,0.37087365751113976,0.7500035536491683,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.9270498559909358,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.7770094348498023,0.37087365751113976,-51.0,-22.0,44.0,-44.0,-47.0,72.96,42.5,78.82,1,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-51.37431043956412,-52.27532035427913,-56.5077699433929,-21.122931318692345,-22.351211194143655,-27.75163159938793,35.307026431421754,15.434097185469556,-2.3884996773963056,-41.58033875075335,-43.73205624622856,-48.55387670256599,-40.09130534998327,-42.04689928112118,-46.088682265657134,66.89947323290323,66.82395230290956,68.89445156309307,35.018385480994276,34.95717507442022,37.31166669445145,72.68126875628893,71.6230478943776,75.313603808943,1.0,1.0,1.0,1.0,1.0321098265998072,1.4483800096396564,2.0,2.0,2.0,3.0000000000000004,3.0160549132999033,3.224190004819829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.967890173400192,2.5516199903603445,2.0,2.0,2.0
2020-05-20,0.7427330692170665,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.5236323193439492,0.3713665346085333,0.7015191232482774,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.8035200827297238,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.3713665346085333,0.9055469440140952,0.3713665346085333,-52.0,-23.0,41.0,-47.0,-52.0,73.18,35.32,79.09,1,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-51.30493828804068,-51.71023910465297,-54.3120616978307,-21.457407432061014,-21.55747043451361,-25.071926374340492,39.28300508958085,23.35014741437715,3.819424715095736,-42.609876576081355,-42.63918972549801,-46.45957708507472,-42.76234572010169,-41.06837878318899,-44.50992639608301,68.02402104830598,66.82395230290956,68.89445156309307,35.83217524462558,34.95717507442022,37.31166669445145,74.50698575504066,71.6230478943776,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.2063726416387266,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.103186320819364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,2.7936273583612743,2.0,2.0,2.0
2020-05-21,0.7357378178188042,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.5074373124928628,0.3678689089094021,0.6216177508972552,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.6624524979845434,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,1.012357517612393,0.3678689089094021,-54.0,-24.0,39.0,-49.0,-52.0,66.3,38.43,74.82,1,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-51.679248727604794,-51.50393983276075,-52.836000396900516,-22.0,-21.324167424899024,-23.115777340373445,40.90869465001673,30.17804499276755,11.410772400286751,-44.37431043956411,-42.30794708609309,-44.58723881363865,-46.237654279898315,-41.14560809317194,-42.88414745198437,69.23864517571602,66.82395230290956,68.89445156309307,37.08031916766358,34.95717507442022,37.31166669445145,76.24271013149585,71.6230478943776,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.0768354321304279,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.038417716065214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,2.9231645678695726,2.0,2.0,2.0
2020-05-22,0.7224203622937612,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.4776415253370913,0.3612101811468806,0.5260799043834709,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.5447331485162493,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,1.059470432922338,0.3612101811468806,-55.0,-25.0,35.0,-49.0,-48.0,72.7,45.02,82.35,1,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-52.52677958358445,-51.53224906078391,-52.02418542805268,-23.0,-21.488984952733343,-21.972381250868647,40.45949557544209,35.22879496617171,19.41193323744463,-46.32075127239521,-42.748833521770905,-43.19444934767037,-48.7562255059964,-42.40178145761663,-41.55715431474234,70.84563046441791,67.62984709116887,68.89445156309307,39.19147541183738,35.728226899488476,37.31166669445145,78.17127262176305,73.43878505360242,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.0228362893512806,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.011418144675641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,2.9771637106487203,2.0,2.0,2.0
2020-05-23,0.7087927408039445,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.4369144232964424,0.35439637040197225,0.43957011128589374,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.4723035499574865,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,1.0259041064153154,0.35439637040197225,-54.0,-24.0,30.0,-47.0,-42.0,60.91,37.38,57.25,1,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-53.320751272395206,-51.78825699972256,-51.652946935472876,-23.695061711959326,-21.94020410495764,-21.47819737850056,37.946440832831094,38.16275996916179,26.78114713576079,-47.48903340077008,-43.80431191302246,-42.47220208784331,-48.82559765751984,-44.39213856771976,-41.04056124871451,69.43968821772718,68.56201918880623,68.89445156309307,39.66246452343377,36.78754062097422,37.31166669445145,75.36872100306059,74.93504246864059,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.0053053344127945,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.002652667206398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,2.994694665587206,2.0,2.0,2.0
2020-05-24,0.6996872930766946,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.39765040270162605,0.3498436465383473,0.3796613604959334,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.44723909364803627,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.9217513033890592,0.3498436465383473,-52.0,-23.0,27.0,-44.0,-38.0,61.52,33.64,62.34,1,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-53.64150254479042,-52.22879874418799,-51.54344270558362,-23.946440832831094,-22.52758686578071,-21.4341989192508,34.47322041641555,38.97186625966694,32.697679957487075,-47.48903340077009,-45.10402080218131,-42.51240629062297,-46.64150254479042,-46.23493229922281,-41.68403072465414,67.03328699304109,69.11580205840613,68.89445156309307,38.649148808463345,37.77313860932724,37.31166669445145,71.5633615450533,75.57142798371851,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.0008728148520765,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000436407426039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,2.999127185147924,2.0,2.0,2.0
2020-05-25,0.6982083544959679,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3669948056225356,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.4565939440864033,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.7824119117975477,0.3491041772479839,-46.0,-18.0,25.0,-40.0,-34.0,74.35,49.18,80.12,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-52.55840555229352,-52.64824570932027,-51.64776702616348,-23.08518513587797,-23.02826919650089,-21.71283292188105,31.053559167168903,37.981329883857434,36.67091381063338,-46.01581298435454,-46.131773093468055,-43.25528202762619,-42.74862087912823,-46.98586034060596,-43.348133205141764,66.53182604664578,69.02499959000458,68.89445156309307,40.20440955328206,38.682465020977276,37.31166669445145,70.11324089664906,75.12105023305232,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.0,1.8475308559796626,1.9839450867000967,1.999563592573962,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-05-26,0.6995486051372808,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.4794645495035328,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.6494423566878311,0.3497743025686404,-42.0,-16.0,31.0,-37.0,-34.0,79.28,45.82,85.26,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-50.04535080968254,-52.70810782720682,-51.966413824125546,-21.350289097723206,-23.18066019561021,-22.209787679324194,29.051471023787826,35.847979883425005,38.541280644491174,-43.47322041641554,-46.43138277996505,-44.43952897437416,-38.91481486412202,-46.18721145319736,-45.337417139971784,68.64335765949352,68.53283739223819,68.89445156309307,41.509273211203165,39.3808550703626,37.31166669445145,71.70066639324361,73.8587477723931,75.313603808943,1.0,1.0,1.0,1.0,1.0,1.0,1.6256895604358856,1.940303307619483,1.997347332793603,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-05-27,0.7005400558262241,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.5120571312993887,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.3502700279131121,0.5497940329278981,0.3502700279131121,-38.0,-14.0,41.0,-35.0,-33.0,77.52,44.81,89.75,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-46.44368259108755,-52.007372822491426,-52.39931746032295,-18.970462174672004,-22.751404915075028,-22.757358057107783,29.9765823887773,33.47012065350819,38.4729822974079,-40.52677958358444,-45.75184880894927,-45.62266658776112,-35.95464919031747,-43.99684170062126,-46.68973560425494,71.0315956561153,68.22428113492076,69.19266366978115,42.52177345541376,40.053977536504846,38.29398319901332,75.29723455749739,72.73485777348017,75.49637102706625,1.0,1.0,1.0,1.0,1.0,1.0,1.3743104395641141,1.8479136605808177,1.9885818553243597,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-05-28,0.7029604181199853,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.5471422194545852,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.3514802090599927,0.5217152333172966,0.3514802090599927,-35.0,-10.0,54.0,-32.0,-29.0,79.8,42.13,81.43,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-42.45740743206101,-50.295112916999834,-52.667880993596,-16.152469144020337,-21.566731875364155,-23.105037421006994,34.78427891856152,31.907335662609402,36.94279163212059,-37.52677958358445,-44.099802501052345,-46.305751651647654,-33.62568956043589,-41.0129766769657,-46.663345237296745,75.16731368990152,68.82475493558746,68.85403985159478,43.92164172892512,40.8792873215832,39.05881303924112,81.03725355535254,72.86969360933838,74.60157315744887,1.0,1.0,1.0,1.0,1.0,1.0,1.1524691440203374,1.6955888843156932,1.961582283934786,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-05-29,0.7063222041267808,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.5883341588303628,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.5666317141896853,0.3531611020633904,-36.0,-14.0,73.0,-33.0,-28.0,83.91,51.49,90.79,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-39.1366561596658,-47.68007706755188,-52.37622471267963,-14.166193984993795,-19.79318382289364,-22.978499718731573,44.105030190956725,32.37299208221325,34.70367584469683,-35.235566136517235,-41.80485500955854,-46.11405339922062,-31.72459953728732,-37.962021246533226,-45.103729138637654,78.90718947774235,70.7059751286888,68.33838044404297,46.12430907786662,42.08096352406622,39.689999283637775,85.59850305694951,75.01809123324432,73.24959461503762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.896813679180637,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-05-30,0.7052420924743324,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.6014436492676476,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.664771140647977,0.3526210462371662,-36.0,-16.0,88.0,-33.0,-28.0,75.79,48.85,84.16,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-37.1071183343378,-44.56007436341056,-51.1880487754468,-13.604360092594264,-17.771512703997853,-22.18266076837245,57.008208357486374,35.82407878874917,32.73824787677329,-33.80218004629713,-39.28791230851016,-44.93566348696158,-30.275400462712685,-35.275936462155116,-42.45131305064494,79.51528434843298,73.34368607673163,68.42320564536342,46.38817298759879,43.48986447591973,40.42365192498521,86.3523516899874,78.43470890805031,72.64418293079288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3044111156843066,1.7758099951801722,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-05-31,0.6970395818800147,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.5835954332518108,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.3485197909400073,0.7696699654319576,0.3485197909400073,-36.0,-20.0,94.0,-35.0,-32.0,67.58,39.61,72.9,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-36.0830969924969,-41.50446378967952,-49.018412496406924,-14.47113227303447,-16.019319467045094,-20.711381471196738,70.43547423360118,42.575835446741216,32.17289746819233,-33.38803528053757,-37.00374142743707,-42.94895782327363,-29.594063591726812,-33.13795045804142,-39.41881951560435,77.73278200335753,75.80344212883305,69.67405091207041,45.99807714045722,44.62208448139351,41.468113825437435,84.35651678795003,81.64961417035072,73.80106771872576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1520863394191823,1.599750673822322,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-01,0.6877626561274053,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.5322537010008864,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.8405129133814384,0.34388132806370264,-35.0,-21.0,86.0,-36.0,-38.0,84.57,54.85,91.53,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-35.695061711959326,-39.00463600368126,-46.11982063709328,-16.291213447067218,-15.004192109807025,-18.801628305745595,80.51453915537387,52.00577606847601,34.07104430641074,-33.748620879128225,-35.29189217279318,-40.533745362259644,-30.56452576639882,-31.638122672043174,-36.592976849224215,77.72011463542117,77.46912759181289,71.98958123034969,47.276069665716435,45.561683651271025,42.77826050403522,83.84033162988668,83.76621749776926,76.67765185209659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.059696692380517,1.4002493261776785,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-02,0.6872226003011811,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.4691348877392569,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.3436113001505905,0.8570228636465681,0.3436113001505905,-33.0,-20.0,65.0,-38.0,-42.0,95.7,65.56,104.27,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-35.32075127239521,-37.26488843507081,-42.99986132440984,-18.419661249246644,-14.982294460962095,-16.888756376287134,83.27076466137025,62.35967982766647,39.092710866187744,-34.93062784847656,-34.356694954051136,-38.13376726112424,-33.35849745520958,-30.964695620515464,-34.24664068588917,79.94765409940717,78.40081626512867,74.64053387537292,50.80858263320103,46.603319118246574,44.078908363610054,87.04146635824532,84.95348655683601,80.1503007589841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0160549132999035,1.2241900048198282,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-03,0.6941678247235343,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.413094184807928,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.3470839123617672,0.808680065569105,0.3470839123617672,-32.0,-17.0,42.0,-38.0,-43.0,90.58,53.46,100.72,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-34.47322041641555,-36.1673196878148,-40.207885483426125,-19.18409511272941,-15.804073476176523,-15.474819527859566,76.71235910907673,71.03265241880796,47.12663060722444,-36.06937215152344,-34.19970798278281,-36.1400315102928,-36.793971688810764,-31.357457347815842,-32.45382450963121,82.84767047917714,78.94498359374634,76.79450319366575,52.7183119568764,47.792665743122136,45.17159411785577,90.50084861136416,85.64975015749967,82.93543027929456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1031863208193633,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-04,0.6999556695182475,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3734812092903975,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.3499778347591237,0.7063897638795817,0.3499778347591237,-31.0,-14.0,23.0,-38.0,-38.0,91.82,56.11,86.54,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-33.37431043956411,-35.40688799071889,-38.10171837274147,-18.641502544790423,-16.978798966300396,-14.94132788589126,62.574218536648054,75.30041735109783,57.032118959506676,-37.09890997685143,-34.66769735884485,-34.81979355656426,-39.19990809708395,-32.82116219990472,-31.331337847706326,87.21606633876283,80.00281843383947,78.04611758945197,55.10239235032651,49.37460544710448,46.1167531476494,93.1699703241933,86.71848460076829,84.48885401029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.038417716065214,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-05,0.7053364499319941,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,1.6060474864915322,0.35266822496599703,0.35266822496599703,1.6060474864915322,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.5880589437226881,0.35266822496599703,-30.0,-12.0,14.0,-36.0,-30.0,89.58,51.41,88.88,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-32.15246914402034,-34.65180787105098,-36.71845847345493,-16.847530855979663,-17.83174570441874,-15.358092612239027,45.32687148650051,73.37993657553726,66.65107120984624,-37.39012342391865,-35.45635822091939,-34.27597882102738,-38.92450763437127,-34.84907991669749,-31.12330971605243,90.92210194007586,82.17467228034437,78.63701411958536,56.63152947421729,51.43126925625737,47.136272695048746,95.15540092962196,88.75517793897406,85.19923297550187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0114181446756403,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-06,0.7109857541947869,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,2.065203198612429,0.3554928770973935,0.3554928770973935,2.0660982089286093,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.3554928770973935,0.486645261682261,0.3554928770973935,-30.0,-14.0,15.0,-35.0,-25.0,75.85,50.4,78.52,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-31.152469144020337,-33.77216205490039,-35.81845004428634,-15.1366561596658,-17.94685456520662,-16.396918963510423,30.402363852129238,65.40996572272518,73.2662297386235,-37.09890997685143,-36.23991299411649,-34.4336982718744,-35.96225381718563,-36.567374174562076,-32.00451553750502,89.20464034030175,84.9062830376584,79.33729350485277,55.0497010763893,53.401242035661255,48.49832849769217,91.68529359082066,90.9229457833972,85.9810142122362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0026526672063971,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
2020-06-07,0.7119246369492894,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,2.3657942907551908,0.3559623184746447,0.3559623184746447,2.33687238515224,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.4197754152833791,0.3559623184746447,-30.0,-15.0,18.0,-35.0,-23.0,72.34,42.17,68.59,1,1.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,-30.526779583584453,-32.8044111156843,-35.06931700208311,-14.107118334337807,-17.2994704523129,-17.45602459071898,21.09742556408856,53.46559347044801,74.53445082375964,-36.37431043956411,-36.75582867323229,-35.06724847495521,-31.580338750753356,-37.06171114894822,-33.7728960632988,84.55494461531171,86.94924116722343,80.9274660697315,51.132341235050305,54.42540161251118,50.345155460583335,84.77425127962216,91.82351210589276,87.57099133236348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0004364074260381,3.0000000000000004,2.9999999999999996,3.000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0000000000000004,2.9999999999999996,3.000000000000001,2.0,2.0,2.0
