,ConfirmedCases,Fatalities,R,HospitalizedCases,CriticalCases,Date,CountryName,ExposedCases,RecoveredCases,InfectiousCases,t_hosp,t_crit,m,c,f
2020-03-17,34.99218383624853,0.025223455181000977,3.5554195180112687,7.667117744040804,2.626514479412582,2020-03-17,Latvia,44.10920770092164,10.34686147908119,14.326466678532958,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-18,43.38068887809485,0.03313390379279732,3.428056135166342,9.925824855690289,3.3058692527409343,2020-03-18,Latvia,56.0805818562113,13.300829303243205,16.81503156262763,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-19,54.32276425204017,0.04296639488001523,3.2773338892027066,12.295103301489176,4.219536215208091,2020-03-19,Latvia,67.36905916024409,16.60254393779627,21.162614402666627,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-20,67.95156193257802,0.055298758051028366,3.104643120393286,14.93283893786283,5.394763585860889,2020-03-20,Latvia,78.47434020782812,20.438221317600643,27.130439333202617,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-21,83.64786153830244,0.07105814509137277,2.912976843669679,18.449499936938704,6.795738713806288,2020-03-21,Latvia,92.57618603424946,25.385006270820522,32.94655847164555,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-22,101.32803972143967,0.09115797287647047,2.7067388904591425,23.17093756215805,8.430927385388838,2020-03-22,Latvia,110.27367456945055,31.779039093447576,37.85597770756873,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-23,122.0956888173307,0.11608479956064478,2.49132000333643,28.457964097915568,10.469447548975452,2020-03-23,Latvia,127.45978286498867,39.14946210817604,43.90273026270298,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-24,146.30800416746587,0.14669558624125786,2.2725249172524777,34.04004101498868,13.01800065301781,2020-03-24,Latvia,142.4178796018252,47.33285286055703,51.77041405266109,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-25,173.59768148147322,0.18432856207729886,2.0559735120732086,40.130352939239074,16.09269568044168,2020-03-25,Latvia,155.40298484373463,56.560469132869535,60.62983516684561,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-26,202.8968021723152,0.23079323804226737,1.8465960490577404,47.410891463128834,19.621251906007707,2020-03-26,Latvia,168.5573169600954,67.44549099486997,68.18837457026642,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
2020-03-27,233.86711334210057,0.2876095727393023,1.6483015955305367,55.90929939236493,23.625632374074883,2020-03-27,Latvia,181.05149426812807,80.03918301278352,74.00538899013794,10.0,20.0,0.5006775908194492,1.0,0.05239061945193789
