,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases,density,population,population_p65,population_p14,Tests,gdp,area,region,day_of_week
61,Qatar,2020-03-30,634.0,1.0,25,1,0,20,0,13,0,29,0,15,68,1,13,9,0,57,0.07457627118644068,0.04260603027012601,0.0,0.0,89,18,234,2724724,1,13,8400.0,21500.0,11437,8,0
62,Qatar,2020-04-01,835.0,2.0,26,2,0,21,0,14,0,30,0,16,69,1,14,9,0,58,0.31703470031545744,0.11627811317021942,1.0,0.0,90,19,234,2724724,1,13,8400.0,21500.0,11437,8,2
63,Qatar,2020-04-02,949.0,3.0,27,3,0,22,0,15,0,31,0,17,70,1,15,9,0,59,0.13652694610778443,0.14448999541665553,0.5,0.375,91,20,234,2724724,1,13,8400.0,21500.0,11437,8,3
64,Qatar,2020-04-03,1075.0,3.0,28,4,0,23,0,16,0,32,0,18,71,1,16,9,0,60,0.1327713382507903,0.1652273139651182,0.0,0.375,92,21,234,2724724,1,13,8400.0,21500.0,11437,8,4
65,Qatar,2020-04-04,1325.0,3.0,29,5,0,24,0,17,0,33,0,19,72,1,17,9,0,61,0.23255813953488372,0.20472278105222896,0.0,0.375,93,22,234,2724724,1,13,8400.0,21500.0,11437,8,5
66,Qatar,2020-04-05,1604.0,4.0,30,6,0,25,0,18,0,34,0,20,73,1,18,9,0,62,0.21056603773584906,0.17810561540732686,0.3333333333333333,0.20833333333333331,94,23,234,2724724,1,13,8400.0,21500.0,11437,8,6
67,Qatar,2020-04-06,1832.0,4.0,31,7,0,26,0,19,0,35,0,21,74,1,19,9,0,63,0.14214463840399003,0.17951003848137828,0.0,0.08333333333333333,95,24,234,2724724,1,13,8400.0,21500.0,11437,8,0
68,Qatar,2020-04-07,2057.0,6.0,32,8,0,27,0,20,0,36,0,22,75,1,20,9,0,64,0.12281659388646288,0.17702135239029643,0.5,0.20833333333333331,96,25,234,2724724,1,13,8400.0,21500.0,11437,8,1
69,Hungary,2020-01-30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,29,0,108,9787966,18,14,0.0,13900.0,93030,1,3
70,Hungary,2020-01-31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,30,0,108,9787966,18,14,0.0,13900.0,93030,1,4
71,Hungary,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,31,0,108,9787966,18,14,0.0,13900.0,93030,1,5
72,Hungary,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,32,0,108,9787966,18,14,0.0,13900.0,93030,1,6
73,Hungary,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,33,0,108,9787966,18,14,0.0,13900.0,93030,1,0
74,Hungary,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,34,0,108,9787966,18,14,0.0,13900.0,93030,1,1
75,Hungary,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,35,0,108,9787966,18,14,0.0,13900.0,93030,1,2
76,Hungary,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,36,0,108,9787966,18,14,0.0,13900.0,93030,1,3
77,Hungary,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,37,0,108,9787966,18,14,0.0,13900.0,93030,1,4
78,Hungary,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,38,0,108,9787966,18,14,0.0,13900.0,93030,1,5
79,Hungary,2020-02-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,39,0,108,9787966,18,14,0.0,13900.0,93030,1,6
80,Hungary,2020-02-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,108,9787966,18,14,0.0,13900.0,93030,1,0
81,Hungary,2020-02-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.0,0.0,0.0,0.0,41,0,108,9787966,18,14,0.0,13900.0,93030,1,1
82,Hungary,2020-02-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.0,0.0,0.0,0.0,42,0,108,9787966,18,14,0.0,13900.0,93030,1,2
83,Hungary,2020-02-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.0,0.0,0.0,0.0,43,0,108,9787966,18,14,0.0,13900.0,93030,1,3
84,Hungary,2020-02-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0.0,0.0,44,0,108,9787966,18,14,0.0,13900.0,93030,1,4
85,Hungary,2020-02-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,108,9787966,18,14,0.0,13900.0,93030,1,5
86,Hungary,2020-02-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0.0,0.0,0.0,0.0,46,0,108,9787966,18,14,0.0,13900.0,93030,1,6
87,Hungary,2020-02-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.0,0.0,0.0,0.0,47,0,108,9787966,18,14,0.0,13900.0,93030,1,0
88,Hungary,2020-02-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.0,0.0,0.0,0.0,48,0,108,9787966,18,14,0.0,13900.0,93030,1,1
89,Hungary,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0.0,0.0,49,0,108,9787966,18,14,0.0,13900.0,93030,1,2
90,Hungary,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,108,9787966,18,14,0.0,13900.0,93030,1,3
91,Hungary,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.0,0.0,0.0,0.0,51,0,108,9787966,18,14,0.0,13900.0,93030,1,4
92,Hungary,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.0,0.0,0.0,0.0,52,0,108,9787966,18,14,0.0,13900.0,93030,1,5
93,Hungary,2020-02-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.0,0.0,0.0,0.0,53,0,108,9787966,18,14,0.0,13900.0,93030,1,6
94,Hungary,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0,108,9787966,18,14,0.0,13900.0,93030,1,0
95,Hungary,2020-02-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,108,9787966,18,14,0.0,13900.0,93030,1,1
96,Hungary,2020-02-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.0,0.0,0.0,0.0,56,0,108,9787966,18,14,0.0,13900.0,93030,1,2
97,Hungary,2020-02-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.0,0.0,0.0,0.0,57,0,108,9787966,18,14,0.0,13900.0,93030,1,3
98,Hungary,2020-02-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0,0.0,0.0,0.0,58,0,108,9787966,18,14,0.0,13900.0,93030,1,4
99,Hungary,2020-02-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.0,0.0,0.0,0.0,59,0,108,9787966,18,14,0.0,13900.0,93030,1,5
100,Hungary,2020-03-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,108,9787966,18,14,0.0,13900.0,93030,1,6
101,Hungary,2020-03-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0.0,0.0,0.0,0.0,61,0,108,9787966,18,14,0.0,13900.0,93030,1,0
102,Hungary,2020-03-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0.0,0.0,0.0,0.0,62,0,108,9787966,18,14,0.0,13900.0,93030,1,1
103,Hungary,2020-03-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.0,0.0,0.0,0.0,63,0,108,9787966,18,14,0.0,13900.0,93030,1,2
104,Hungary,2020-03-05,2.0,0.0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0.0,0.0,0.0,0.0,64,0,108,9787966,18,14,2.0,13900.0,93030,1,3
105,Hungary,2020-03-08,7.0,0.0,2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0.75,0.0,0.0,0.0,67,0,108,9787966,18,14,7.0,13900.0,93030,1,6
106,Hungary,2020-03-09,8.0,0.0,3,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0.14285714285714285,0.2232142857142857,0.0,0.0,68,0,108,9787966,18,14,8.0,13900.0,93030,1,0
107,Hungary,2020-03-10,9.0,0.0,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0.125,0.2544642857142857,0.0,0.0,69,0,108,9787966,18,14,9.0,13900.0,93030,1,1
108,Hungary,2020-03-11,12.0,0.0,5,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2,0.3333333333333333,0.337797619047619,0.0,0.0,70,0,108,9787966,18,14,12.0,13900.0,93030,1,2
109,Hungary,2020-03-12,13.0,0.0,6,0,1,0,0,0,0,1,0,0,42,1,0,0,0,3,0.08333333333333333,0.17113095238095238,0.0,0.0,71,0,108,9787966,18,14,13.0,13900.0,93030,1,3
110,Hungary,2020-03-13,16.0,0.0,7,0,2,0,0,0,0,2,0,0,43,2,0,0,0,4,0.23076923076923078,0.19310897435897434,0.0,0.0,72,0,108,9787966,18,14,16.0,13900.0,93030,1,4
111,Hungary,2020-03-14,25.0,0.0,8,0,3,0,0,0,0,3,0,0,44,3,0,0,0,5,0.5625,0.30248397435897434,0.0,0.0,73,0,108,9787966,18,14,25.0,13900.0,93030,1,5
112,Hungary,2020-03-15,31.0,0.0,9,0,4,0,0,0,0,4,0,0,45,4,0,0,0,6,0.24,0.279150641025641,0.0,0.0,74,0,108,9787966,18,14,31.0,13900.0,93030,1,6
113,Hungary,2020-03-16,39.0,1.0,10,0,5,0,0,0,0,5,0,0,46,5,0,0,0,7,0.25806451612903225,0.32283343672456577,0.0,0.0,75,0,108,9787966,18,14,39.0,13900.0,93030,1,0
114,Hungary,2020-03-17,50.0,1.0,11,1,5,1,0,1,0,6,1,0,47,6,0,0,0,8,0.28205128205128205,0.33565394954507854,0.0,0.0,76,0,108,9787966,18,14,50.0,13900.0,93030,1,1
115,Hungary,2020-03-18,50.0,1.0,12,2,5,2,0,2,0,7,2,0,48,7,0,0,0,9,0.0,0.19502894954507857,0.0,0.0,77,0,108,9787966,18,14,50.0,13900.0,93030,1,2
116,Hungary,2020-03-19,73.0,1.0,13,3,5,3,0,3,0,8,3,0,49,8,0,0,0,10,0.46,0.2500289495450786,0.0,0.0,78,0,108,9787966,18,14,73.0,13900.0,93030,1,3
117,Hungary,2020-03-20,85.0,1.0,14,4,5,4,0,4,0,9,4,0,50,9,0,0,0,11,0.1643835616438356,0.22660871092377943,0.0,0.0,79,0,108,9787966,18,14,3007.0,13900.0,93030,1,4
118,Hungary,2020-03-21,103.0,4.0,15,5,5,5,0,5,0,10,5,0,51,10,0,0,0,12,0.21176470588235294,0.20903706688154713,3.0,0.75,80,1,108,9787966,18,14,2406.9634,13900.0,93030,1,5
119,Hungary,2020-03-22,131.0,4.0,16,6,5,6,0,6,0,11,6,0,52,11,0,0,0,13,0.27184466019417475,0.2769982319300908,0.0,0.75,81,2,108,9787966,18,14,1806.9268,13900.0,93030,1,6
120,Hungary,2020-03-23,167.0,7.0,17,7,5,7,0,7,0,12,7,0,53,12,0,0,0,14,0.2748091603053435,0.2307005220064267,0.75,0.9375,82,3,108,9787966,18,14,1206.8901999999998,13900.0,93030,1,0
121,Hungary,2020-03-24,187.0,8.0,18,8,5,8,0,8,0,13,8,0,54,13,0,0,0,15,0.11976047904191617,0.21954475135594687,0.14285714285714285,0.9732142857142857,83,4,108,9787966,18,14,606.8535999999999,13900.0,93030,1,1
122,Hungary,2020-03-25,226.0,10.0,19,9,5,9,0,9,0,14,9,0,55,14,0,0,0,16,0.20855614973262032,0.21874261231851366,0.25,0.2857142857142857,84,5,108,9787966,18,14,226.0,13900.0,93030,1,2
123,Hungary,2020-03-26,261.0,10.0,20,10,5,10,0,10,0,15,10,0,56,15,0,0,0,17,0.15486725663716813,0.18949826142926204,0.0,0.2857142857142857,85,6,108,9787966,18,14,261.0,13900.0,93030,1,3
124,Hungary,2020-03-27,300.0,10.0,21,11,5,11,0,11,0,16,11,0,57,16,0,0,0,18,0.14942528735632185,0.15815229319200663,0.0,0.09821428571428571,86,7,108,9787966,18,14,300.0,13900.0,93030,1,4
