,ALL,N,T,U,K,L,M,O,A,R,S,G,F,P,I,C,B,J,E,D,Q,H
2020-05-19,0.7417473150222795,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.5288933012791139,0.37087365751113976,0.7500035536491683,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.927049855990936,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.37087365751113976,0.7770094348498023,0.37087365751113976
2020-05-20,0.7427330692170665,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.5236323193439492,0.37136653460853325,0.7015191232482774,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.8035200827297238,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.37136653460853325,0.9055469440140951,0.37136653460853325
2020-05-21,0.7357378178188042,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.5074373124928628,0.3678689089094021,0.6216177508972552,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.6624524979845434,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,0.3678689089094021,1.0123575176123927,0.3678689089094021
2020-05-22,0.7224203622937612,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.47764152533709126,0.3612101811468806,0.5260799043834709,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.5447331485162493,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,0.3612101811468806,1.059470432922338,0.3612101811468806
2020-05-23,0.7087927408039445,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.4369144232964424,0.35439637040197225,0.43957011128589374,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.47230354995748647,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,0.35439637040197225,1.0259041064153154,0.35439637040197225
2020-05-24,0.6996872930766946,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.397650402701626,0.3498436465383473,0.3796613604959334,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.44723909364803627,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.3498436465383473,0.921751303389059,0.3498436465383473
2020-05-25,0.6982083544959679,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.36699480562253556,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.45659394408640325,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.3491041772479839,0.7824119117975477,0.3491041772479839
2020-05-26,0.6995486051372808,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.4794645495035328,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.3497743025686404,0.6494423566878311,0.3497743025686404
2020-05-27,0.7005400558262241,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.5120571312993887,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.35027002791311207,0.5497940329278981,0.35027002791311207
2020-05-28,0.7029604181199853,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.5471422194545852,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.35148020905999267,0.5217152333172966,0.35148020905999267
2020-05-29,0.7063222041267808,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.5883341588303628,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.3531611020633904,0.5666317141896853,0.3531611020633904
2020-05-30,0.7052420924743324,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.6014436492676476,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.3526210462371662,0.664771140647977,0.3526210462371662
2020-05-31,0.6970395818800147,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.5835954332518108,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.34851979094000735,0.7696699654319576,0.34851979094000735
2020-06-01,0.6877626561274053,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.5322537010008864,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.34388132806370264,0.8405129133814384,0.34388132806370264
2020-06-02,0.6872226003011811,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.46913488773925693,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.34361130015059055,0.857022863646568,0.34361130015059055
2020-06-03,0.6941678247235343,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.413094184807928,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.34708391236176717,0.808680065569105,0.34708391236176717
2020-06-04,0.6999556695182475,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.37348120929039746,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.34997783475912375,0.7063897638795817,0.34997783475912375
2020-06-05,0.7053364499319941,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,1.6060474864915322,0.35266822496599703,0.35266822496599703,1.6060474864915322,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.35266822496599703,0.5880589437226881,0.35266822496599703
2020-06-06,0.7109857541947869,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,2.065203198612429,0.35549287709739347,0.35549287709739347,2.0660982089286093,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.35549287709739347,0.486645261682261,0.35549287709739347
2020-06-07,0.7119246369492894,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,2.365794290755191,0.3559623184746447,0.3559623184746447,2.33687238515224,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.3559623184746447,0.4197754152833791,0.3559623184746447
2020-06-08,0.7116644979604247,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,2.533700401988389,0.3558322489802124,0.3558322489802124,2.4632436013495775,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.3558322489802124,0.38318374227928903,0.3558322489802124
2020-06-09,0.7161868191304851,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,2.560455135119821,0.35809340956524255,0.35809340956524255,2.411218531938095,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.35809340956524255,0.36616173216553055,0.35809340956524255
2020-06-10,0.7257436617204542,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,2.422215103538337,0.3628718308602271,0.3628718308602271,2.1934239410463223,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271,0.3628718308602271
2020-06-11,0.73784547318926,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,2.182444052081874,0.36892273659463,2.0389329348442304,1.8963825606122702,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463,0.36892273659463
2020-06-12,0.7508970932312818,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,1.7182378528352953,0.3754485466156409,2.5814517400883834,1.496286868195408,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409,0.3754485466156409
2020-06-13,0.7583798325213276,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,1.3311070212681113,0.3791899162606638,2.914847881350359,1.3188869256158147,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638,0.3791899162606638
2020-06-14,0.7616201674786724,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,1.0423279143931938,0.3808100837393362,3.076393775492297,1.3287145251838646,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362,0.3808100837393362
2020-06-15,0.7691029067687181,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.8964453663132343,0.38455145338435903,3.0315410223146553,1.4359144636188188,0.38455145338435903,1.637930714909894,0.38455145338435903,0.38455145338435903,0.38455145338435903,0.38455145338435903
2020-06-16,0.782243187774245,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.8873959007672703,0.3911215938871225,2.756786734149893,1.532265309888931,0.3911215938871225,2.101726925718338,0.3911215938871225,0.3911215938871225,0.3911215938871225,0.3911215938871225
2020-06-17,0.7954694413772513,0.39773472068862564,0.39773472068862564,0.39773472068862564,0.39773472068862564,0.39773472068862564,0.39773472068862564,1.6511139822141607,0.39773472068862564,0.39773472068862564,0.39773472068862564,0.39773472068862564,0.9905203234311082,0.39773472068862564,2.3435682635651873,1.5083622193896935,0.39773472068862564,2.3786447873662206,0.39773472068862564,0.39773472068862564,0.39773472068862564,0.39773472068862564
2020-06-18,0.8104513948627194,0.4052256974313597,0.4052256974313597,0.4052256974313597,0.4052256974313597,0.4052256974313597,0.4052256974313597,2.208912102145316,0.4052256974313597,0.4052256974313597,0.4052256974313597,0.4052256974313597,1.1323063234861064,0.4052256974313597,1.6693652624940856,1.4291542766209073,0.4052256974313597,2.512637049800725,0.4052256974313597,0.4052256974313597,0.4052256974313597,0.4052256974313597
2020-06-19,0.8258264787823092,0.4129132393911546,0.4129132393911546,0.4129132393911546,0.4129132393911546,0.4129132393911546,0.4129132393911546,2.5791856267043927,0.4129132393911546,0.4129132393911546,0.4129132393911546,0.4129132393911546,1.2037578288055248,0.4129132393911546,1.1775658168453678,1.3174166233366458,0.4129132393911546,2.4660383617640074,0.4129132393911546,0.4129132393911546,0.4129132393911546,0.4129132393911546
2020-06-20,0.8358264787823092,0.4179132393911546,0.4179132393911546,0.4179132393911546,0.4179132393911546,0.4179132393911546,0.4179132393911546,2.8784061367826093,0.4179132393911546,0.4179132393911546,0.4179132393911546,0.4179132393911546,1.171695622263645,0.4179132393911546,0.8466637222430534,1.3305984088020908,0.4179132393911546,2.2484653495772498,0.4179132393911546,0.4179132393911546,0.4179132393911546,2.4574872810947372
2020-06-21,0.8408503691984911,0.42042518459924555,1.6738044461247805,0.42042518459924555,0.42042518459924555,0.42042518459924555,0.42042518459924555,3.057989435376673,0.42042518459924555,0.42042518459924555,0.42042518459924555,0.42042518459924555,1.057065218795596,0.42042518459924555,0.6991140384976628,1.5042230397837073,0.42042518459924555,1.9478850086168857,0.42042518459924555,0.42042518459924555,0.42042518459924555,3.2171961754170835
2020-06-22,0.8509505705578028,0.4254752852789014,2.136080617110117,0.4254752852789014,0.4254752852789014,0.4254752852789014,0.4254752852789014,3.095964934563329,0.4254752852789014,0.4254752852789014,1.6788545468044365,0.4254752852789014,1.0029472092930705,0.4254752852789014,0.7187806763195714,1.7845229363918824,0.4254752852789014,1.5126371299183359,0.4254752852789014,0.4254752852789014,0.4254752852789014,3.6467959359991022
2020-06-23,0.8824295091385296,0.4412147545692648,2.4953933928682708,0.4412147545692648,0.4412147545692648,0.4412147545692648,0.4412147545692648,3.0690455781154995,0.4412147545692648,0.4412147545692648,2.33082214963652,0.4412147545692648,1.1491957376331061,0.4412147545692648,0.8600891188181741,2.0827892719625494,0.4412147545692648,1.3057179398022503,0.4412147545692648,0.4412147545692648,0.4412147545692648,3.8842510978857856
2020-06-24,0.9402274963104122,0.4701137481552061,2.742771636317812,0.4701137481552061,0.4701137481552061,0.4701137481552061,0.4701137481552061,2.7786716405610674,0.4701137481552061,0.4701137481552061,2.752549481913879,0.4701137481552061,1.491479196921242,1.723493009680741,1.0971350294932334,2.2980640030906363,0.4701137481552061,1.2975743876755024,0.4701137481552061,0.4701137481552061,0.4701137481552061,3.8729797825707375
2020-06-25,1.009548605137281,0.5047743025686405,2.8528861857493752,0.5047743025686405,0.5047743025686405,0.5047743025686405,0.5047743025686405,2.4883490213129535,0.5047743025686405,0.5047743025686405,3.0935306113530525,0.5047743025686405,1.9640189401952428,2.215379634399856,1.3515828782581205,2.325471240014745,0.5047743025686405,1.4334985066224204,0.5047743025686405,0.5047743025686405,0.5047743025686405,3.5727590257368154
2020-06-26,1.0786982359387896,0.5393491179693948,2.7879484713637006,0.5393491179693948,0.5393491179693948,0.5393491179693948,0.5393491179693948,2.202078094436451,0.5393491179693948,0.5393491179693948,3.2824799598744785,0.5393491179693948,2.4143558321704255,2.52025918464699,1.6257823756365242,2.192750845341115,0.5393491179693948,1.6132831870282334,0.5393491179693948,0.5393491179693948,0.5393491179693948,3.099998006243257
2020-06-27,1.1426887387353142,0.5713443693676571,2.593913809014727,0.5713443693676571,0.5713443693676571,1.824723630893192,0.5713443693676571,1.8967684470680877,0.5713443693676571,0.5713443693676571,3.2758777755822805,0.5713443693676571,2.6932122263639946,2.72311222820886,1.8841211654394536,1.900087976263967,0.5713443693676571,1.7265640170436964,0.5713443693676571,0.5713443693676571,0.5713443693676571,2.2793697083387725
2020-06-28,1.1980251886673081,0.5990125943336541,2.12444748778202,0.5990125943336541,0.5990125943336541,2.3087229158486897,0.5990125943336541,1.605586536164866,0.5990125943336541,0.5990125943336541,3.1494301341487745,0.5990125943336541,2.7538770979280636,2.7829329009808252,2.072814512771877,1.5568155920332867,0.5990125943336541,1.7658886355047745,0.5990125943336541,0.5990125943336541,0.5990125943336541,1.6317578702151119
2020-06-29,1.2450204400655704,0.6225102200327852,1.7027361754144354,0.6225102200327852,0.6225102200327852,2.593111776012104,0.6225102200327852,1.338590713327025,0.6225102200327852,0.6225102200327852,2.7209213646452426,0.6225102200327852,2.6037416587189846,2.6901059037940493,2.172109474446224,1.238027311559142,0.6225102200327852,1.7091081201124048,0.6225102200327852,0.6225102200327852,0.6225102200327852,1.1827912232415343
2020-06-30,1.2818827000185753,0.6409413500092876,1.3352992137172777,0.6409413500092876,0.6409413500092876,2.7529156179266083,0.6409413500092876,1.1240020959263068,0.6409413500092876,0.6409413500092876,2.2645744185256307,0.6409413500092876,2.314864863126169,2.515908915718003,2.16753967999253,0.9764746485566042,0.6409413500092876,1.5769949749120462,0.6409413500092876,0.6409413500092876,0.6409413500092876,0.9093362470021795
2020-07-01,1.3055546519901444,0.6527773259950722,1.0813789687142876,0.6527773259950722,0.6527773259950722,2.746557256721901,0.6527773259950722,0.9820641878459588,0.6527773259950722,0.6527773259950722,1.8605644164986563,0.6527773259950722,2.0026770283806408,2.113013984268874,2.0475271588922377,0.8171651016535937,0.6527773259950722,1.42711575475064,0.6527773259950722,0.6527773259950722,0.6527773259950722,0.7991143109367149
2020-07-02,1.3117440120791615,0.6558720060395807,0.910277641793056,0.6558720060395807,0.6558720060395807,2.5759244641219365,0.6558720060395807,0.9134470170291558,0.6558720060395807,0.6558720060395807,1.4854947800656135,0.6558720060395807,1.685317682378638,1.7666241144938724,1.9025157677988291,0.7641817045234032,0.6558720060395807,1.2547136855051142,0.6558720060395807,0.6558720060395807,0.6558720060395807,0.8372126180286619
2020-07-03,1.2969894074966122,0.6484947037483061,0.8020408379186517,0.6484947037483061,0.6484947037483061,2.315357677672069,0.6484947037483061,0.9342213186338342,0.6484947037483061,0.6484947037483061,1.1900564956399957,0.6484947037483061,1.412143710860542,1.46650007433673,1.7444482061930096,0.8013548347820201,0.6484947037483061,1.0882617514657908,0.6484947037483061,0.6484947037483061,0.6484947037483061,1.0079048584968593
2020-07-04,1.271797489405682,0.635898744702841,0.7400977618127679,0.635898744702841,0.635898744702841,1.8713422695829172,0.635898744702841,1.0094512959090478,0.635898744702841,0.635898744702841,0.998693828291624,0.635898744702841,1.2333743296611335,1.212760793974149,1.6377300635097747,0.8987808168835468,0.635898744702841,0.9504772219653785,0.635898744702841,0.635898744702841,0.635898744702841,1.2672832236496452
2020-07-05,1.2528308770253396,0.6264154385126698,0.6930624245799962,0.6264154385126698,0.6264154385126698,1.5489840830368253,0.6264154385126698,1.111362137060781,0.6264154385126698,0.6264154385126698,0.9504450776673978,0.6264154385126698,1.1484328904826198,1.103961348540485,1.5866798127884776,0.9777529392299076,0.6264154385126698,0.8603324179493214,0.6264154385126698,0.6264154385126698,0.6264154385126698,1.5887475197379302
2020-07-06,1.2534152633333164,0.6267076316666582,0.6626062566101347,0.6267076316666582,0.6267076316666582,1.3289658742124368,0.6267076316666582,1.2144186542404727,0.6267076316666582,0.6267076316666582,1.0477170016441726,0.6267076316666582,1.1407880248353774,1.1822869448814222,1.5256461254252154,1.0111105841499954,0.6267076316666582,0.8704726750675689,0.6267076316666582,0.6267076316666582,0.6267076316666582,1.8988405963059722
2020-07-07,1.2754752852789013,0.6377376426394507,0.6528218979356413,0.6377376426394507,0.6377376426394507,1.168242612597668,0.6377376426394507,1.3192994394289943,0.6377376426394507,0.6377376426394507,1.277950521625057,0.6377376426394507,1.1790942981386419,1.434420321250601,1.4645211313033626,0.9866207536574433,0.6377376426394507,1.023213979287827,0.6377376426394507,0.6377376426394507,0.6377376426394507,2.1151315594244884
2020-07-08,1.3082025105943176,0.6541012552971588,0.6541012552971588,0.6541012552971588,0.6541012552971588,1.050035686091563,0.6541012552971588,1.4128837468376272,0.6541012552971588,0.6541012552971588,1.5572885121998234,0.6541012552971588,1.217126103353779,1.757230631271581,1.411528843010721,0.9196333189439532,0.6541012552971588,1.291296008000022,0.6541012552971588,0.6541012552971588,0.6541012552971588,2.1932411146422197
2020-07-09,1.3348817521261565,0.6674408760630782,0.6674408760630782,0.6674408760630782,0.6674408760630782,0.9508001781295201,0.6674408760630782,1.5221875105267078,0.6674408760630782,0.6674408760630782,1.8109534138479657,0.6674408760630782,1.2708143291241494,2.0067307505244907,1.3989784056783923,0.8763125687046508,0.6674408760630782,1.6228612922071883,0.6674408760630782,0.6674408760630782,0.6674408760630782,2.148737157971652
2020-07-10,1.3440733198583792,0.6720366599291896,0.6720366599291896,0.6720366599291896,0.6720366599291896,0.9342778701251435,0.6720366599291896,1.6306405559671446,0.6720366599291896,0.6720366599291896,1.9808420603665744,0.6720366599291896,1.3449831669850072,2.0675517535768266,1.4819203700851382,0.9308428893360983,0.6720366599291896,1.9467087684853266,0.6720366599291896,0.6720366599291896,0.6720366599291896,2.069187323699248
2020-07-11,1.342426206195411,0.6712131030977055,0.6712131030977055,0.6712131030977055,0.6712131030977055,1.038870790240346,0.6712131030977055,1.7523973150119412,0.6712131030977055,0.6712131030977055,2.0322136226491145,0.6712131030977055,1.4218232055366522,1.9261242739330642,1.6287934497768837,1.105715342219727,0.6712131030977055,2.180229219261735,0.6712131030977055,0.6712131030977055,0.6712131030977055,2.036518327372027
2020-07-12,1.349247438609782,0.674623719304891,0.674623719304891,0.674623719304891,0.674623719304891,1.2803420359006332,0.674623719304891,1.8571735970298648,0.674623719304891,0.674623719304891,1.9777276566817732,0.674623719304891,1.502019529119756,1.6400767905387488,1.7642519617264547,1.3681008490651065,0.674623719304891,2.2686253095266418,0.674623719304891,0.674623719304891,0.674623719304891,2.0723106658766604
2020-07-13,1.3784800338806389,0.6892400169403194,0.6892400169403194,0.6892400169403194,0.6892400169403194,1.591420238657423,0.6892400169403194,1.9092105638922414,0.6892400169403194,0.6892400169403194,1.8585875854912226,0.6892400169403194,1.5467258513810869,1.3683531330094305,1.8237497056150587,1.6408972850970853,0.6892400169403194,2.2096870967390077,0.6892400169403194,0.6892400169403194,0.6892400169403194,2.136539015555948
2020-07-14,1.419683990133576,0.709841995066788,0.709841995066788,0.709841995066788,0.709841995066788,1.8477333371062903,0.709841995066788,1.8483675057363238,0.709841995066788,0.709841995066788,1.677839679225197,0.709841995066788,1.5124877426800372,1.1989132249818937,1.7264034175036047,1.869309238071758,0.709841995066788,1.999134033512461,0.709841995066788,0.709841995066788,0.709841995066788,2.1348824396662
2020-07-15,1.4505750920557146,0.7252875460278573,0.7252875460278573,0.7252875460278573,0.7252875460278573,1.952414415607505,0.7252875460278573,1.6845143143282189,0.7252875460278573,0.7252875460278573,1.489237026969491,0.7252875460278573,1.4213186344519833,1.1251516251155933,1.5078640411704003,2.023227785412248,0.7252875460278573,1.7099939900423746,0.7252875460278573,0.7252875460278573,0.7252875460278573,1.994017170933164
2020-07-16,1.4544712373945776,0.7272356186972888,0.7272356186972888,0.7272356186972888,0.7272356186972888,1.869856506898455,0.7272356186972888,1.4308476188416583,0.7272356186972888,0.7272356186972888,1.3004067296724662,0.7272356186972888,1.3021355110784227,1.093353108405863,1.225810998085022,2.0991431942204133,0.7272356186972888,1.3983202769005199,0.7272356186972888,0.7272356186972888,0.7272356186972888,1.7243058250262884
2020-07-17,1.4204865784997032,0.7102432892498516,0.7102432892498516,0.7102432892498516,0.7102432892498516,1.6357063046484965,0.7102432892498516,1.1493122307251382,0.7102432892498516,0.7102432892498516,1.1319706451800486,0.7102432892498516,1.2372451209113935,1.039408768553678,0.9642002056628384,2.093308305587026,0.7102432892498516,1.1106803953052502,0.7102432892498516,1.9636225507753866,0.7102432892498516,1.4037502859307098
2020-07-18,1.3607172303457404,0.6803586151728702,0.6803586151728702,0.6803586151728702,0.6803586151728702,1.3657065909489958,0.6803586151728702,0.9259941876092013,0.6803586151728702,0.6803586151728702,1.033770217511162,0.6803586151728702,1.2895377174837583,0.9538370705055833,0.8064937687932586,2.008717157884499,0.6803586151728702,0.9242996570946238,0.6803586151728702,2.390963947004086,0.6803586151728702,1.1696629583672256
2020-07-19,1.301980655234342,0.650990327617171,0.650990327617171,0.650990327617171,0.650990327617171,1.1497598555042776,0.650990327617171,0.8281164618776566,0.650990327617171,0.650990327617171,0.9916761907337563,0.650990327617171,1.417233842939472,0.8736655794458866,0.8065355354706534,1.8279828356906371,0.650990327617171,0.8551726029708979,0.650990327617171,2.631900394294766,0.650990327617171,1.0759463213647005
2020-07-20,1.2600978078082732,0.6300489039041366,0.6300489039041366,0.6300489039041366,0.6300489039041366,1.0232563155616734,0.6300489039041366,0.8666016818913963,0.6300489039041366,0.6300489039041366,1.0018418537599065,0.6300489039041366,1.5585522507415506,0.8399042644963213,0.9443211830374537,1.5630703105754509,0.6300489039041366,0.8624704213538062,0.6300489039041366,2.7374602562735015,0.6300489039041366,1.1077978944938214
2020-07-21,1.2456583037000677,0.6228291518500338,0.6228291518500338,0.6228291518500338,0.6228291518500338,0.9761432410217644,0.6228291518500338,0.9864136087325099,0.6228291518500338,0.6228291518500338,1.036164611617639,0.6228291518500338,1.6205554061220369,0.8876182338027501,1.1637198152212571,1.255508030726188,0.6228291518500338,0.9207538589707753,0.6228291518500338,2.6759542742228866,0.6228291518500338,1.1960981269362965
2020-07-22,1.2504456983685626,0.6252228491842813,0.6252228491842813,0.6252228491842813,0.6252228491842813,0.9721305226934993,0.6252228491842813,1.1047966137349405,0.6252228491842813,0.6252228491842813,1.0260719489746404,0.6252228491842813,1.540425892610052,1.0090596506555451,1.388187618446965,1.0138201795472397,0.6252228491842813,0.9655425149164807,0.6252228491842813,2.494713385832636,0.6252228491842813,1.2615163534447567
2020-07-23,1.249138090405702,0.624569045202851,0.624569045202851,0.624569045202851,0.624569045202851,1.0405858024802663,0.624569045202851,1.1861300462420326,0.624569045202851,0.624569045202851,0.9780412124017956,0.624569045202851,1.3405506159163294,1.141093175718604,1.5206302732583432,0.9262780554531993,0.624569045202851,1.0024958502860248,0.624569045202851,2.2791489054406244,0.624569045202851,1.2611289199942375
2020-07-24,1.2278421702461415,0.6139210851230708,0.6139210851230708,0.6139210851230708,0.6139210851230708,1.160677729398627,0.6139210851230708,1.2182499861983818,0.6139210851230708,0.6139210851230708,0.8939923873021572,0.6139210851230708,1.07284167747802,1.2396058447400908,1.5161017553042213,1.0157183411322728,0.6139210851230708,1.0479593132895615,0.6139210851230708,1.9600786833582466,0.6139210851230708,1.2182765431346758
2020-07-25,1.1899556695182476,0.5949778347591238,0.5949778347591238,0.5949778347591238,0.5949778347591238,1.3021675343113408,0.5949778347591238,1.2069012064418305,0.5949778347591238,0.5949778347591238,0.7941709351899238,0.5949778347591238,0.8398516957251919,1.3113571173110723,1.3686212587987037,1.2435836023531464,0.5949778347591238,1.1337113741138558,0.5949778347591238,1.8270702579069509,0.5949778347591238,1.1579645594435666
2020-07-26,1.1514404520006245,0.5757202260003123,0.5757202260003123,0.5757202260003123,0.5757202260003123,1.4183427438019436,0.5757202260003123,1.188720439134046,0.5757202260003123,0.5757202260003123,0.7396709363324168,0.5757202260003123,0.745767798141423,1.3761946165648054,1.161429013480451,1.5019945242288455,0.5757202260003123,1.2560827538042112,0.5757202260003123,1.8021884580672554,0.5757202260003123,1.1304178312515254
