date,"('retail/recreation',)","('grocery/pharmacy',)","('parks',)","('transit',)","('workplaces',)",C1,C2,C3,C4,C5,C6,C7,C8,H1,H2,H3,cum_cases,active_infections_resident,pos_rate
2020-07-23,-15.0,-6.0,148.0,-13.0,-31.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,4946.0,1117.0,0.005616863807572854
2020-07-24,-16.0,-7.0,150.0,-9.0,-26.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5067.0,1208.0,0.011538094784018309
2020-07-25,-16.0,-7.0,154.0,-6.0,-23.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5142.0,1231.0,0.01240694789081886
2020-07-26,-15.0,-7.0,157.0,-5.0,-23.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5182.0,1197.0,0.03813155386081983
2020-07-27,-14.0,-6.0,155.0,-7.0,-27.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5215.0,1202.0,0.002310762551642042
2020-07-28,-14.0,-5.0,151.0,-11.0,-33.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5353.0,1246.0,0.0164756446991404
2020-07-29,-15.0,-6.0,145.0,-14.0,-37.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5420.0,1261.0,0.010076703263648668
2020-07-30,-16.0,-7.0,144.0,-13.0,-35.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5488.0,1196.0,0.007026245091961149
2020-07-31,-18.0,-8.0,144.0,-11.0,-32.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5566.0,1169.0,0.009043478260869564
2020-08-01,-19.0,-10.0,147.0,-10.0,-29.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5614.0,1149.0,0.007815043959622273
2020-08-02,-18.0,-11.0,148.0,-11.0,-30.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5621.0,1062.0,0.008158508158508158
2020-08-03,-18.0,-11.0,146.0,-14.0,-35.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5670.0,1082.0,0.007933937823834197
2020-08-04,-17.0,-11.0,142.0,-19.0,-41.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5749.0,1087.0,0.010198812290214304
2020-08-05,-19.0,-11.0,138.0,-21.0,-44.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5803.0,1029.0,0.005405405405405406
2020-08-06,-21.0,-13.0,134.0,-21.0,-42.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5836.0,986.0,0.005354535128995619
2020-08-07,-24.0,-14.0,133.0,-19.0,-37.0,0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,5882.0,951.0,0.00669188245562991
2020-08-08,-25.0,-15.0,131.0,-17.0,-34.0,0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,5911.0,863.0,0.004955570745044429
2020-08-09,-24.0,-15.0,126.0,-18.0,-34.0,0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,5918.0,799.0,0.020289855072463767
2020-08-10,-23.0,-14.0,119.0,-21.0,-38.0,0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,5943.0,779.0,0.004538028680341259
2020-08-11,-22.0,-13.0,112.0,-24.0,-44.0,0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,5987.0,788.0,0.006705272782688205
2020-08-12,-24.0,-16.0,108.0,-26.0,-48.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6042.0,707.0,0.011620536657511091
2020-08-13,-26.0,-19.0,109.0,-25.0,-47.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6075.0,670.0,0.007144403550552067
2020-08-14,-28.0,-21.0,113.0,-21.0,-43.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6101.0,628.0,0.0030985579787867956
2020-08-15,-29.0,-22.0,114.0,-19.0,-39.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6116.0,564.0,0.005940594059405941
2020-08-16,-27.0,-20.0,112.0,-18.0,-38.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6122.0,522.0,0.012448132780082987
2020-08-17,-25.0,-17.0,105.0,-21.0,-40.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6145.0,534.0,0.0067428906479038405
2020-08-18,-23.0,-16.0,97.0,-24.0,-44.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6203.0,536.0,0.010390541024722321
2020-08-19,-21.0,-13.0,93.0,-26.0,-45.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6256.0,513.0,0.006180758017492711
2020-08-20,-23.0,-16.0,94.0,-25.0,-43.0,0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,6315.0,518.0,0.011916784487982226
2020-08-21,-23.0,-17.0,98.0,-21.0,-37.0,0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6365.0,538.0,0.006390593047034765
2020-08-22,-23.0,-16.0,101.0,-18.0,-32.0,0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6384.0,504.0,0.003419726421886249
2020-08-23,-21.0,-15.0,98.0,-17.0,-31.0,0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6393.0,484.0,0.00910010111223458
2020-08-24,-19.0,-14.0,92.0,-18.0,-34.0,0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6421.0,508.0,0.010104655359076146
2020-08-25,-18.0,-13.0,84.0,-20.0,-39.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6496.0,558.0,0.011210762331838564
2020-08-26,-17.0,-12.0,79.0,-21.0,-42.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6547.0,567.0,0.008597437626432907
2020-08-27,-16.0,-10.0,80.0,-19.0,-39.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6584.0,549.0,0.004570722668313774
2020-08-28,-15.0,-9.0,83.0,-16.0,-34.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6629.0,562.0,0.006556899315168294
2020-08-29,-13.0,-7.0,84.0,-13.0,-31.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6677.0,585.0,0.007249660172179429
2020-08-30,-12.0,-6.0,82.0,-12.0,-30.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6681.0,572.0,0.0042417815482502655
2020-08-31,-11.0,-6.0,76.0,-14.0,-33.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6705.0,590.0,0.004576659038901602
2020-09-01,-11.0,-7.0,74.0,-17.0,-38.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6753.0,613.0,0.00479472580161822
2020-09-02,-13.0,-9.0,75.0,-18.0,-41.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6813.0,614.0,0.007933359777865925
2020-09-03,-14.0,-11.0,83.0,-18.0,-39.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6856.0,605.0,0.0058234019501625135
2020-09-04,-15.0,-11.0,94.0,-15.0,-34.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6898.0,588.0,0.004557291666666667
2020-09-05,-14.0,-10.0,104.0,-13.0,-31.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6952.0,591.0,0.007336956521739131
2020-09-06,-12.0,-9.0,107.0,-12.0,-30.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6962.0,581.0,0.008756567425569177
2020-09-07,-10.0,-8.0,106.0,-13.0,-33.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,6976.0,585.0,0.0027195027195027195
2020-09-08,-9.0,-7.0,103.0,-14.0,-37.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,7024.0,607.0,0.004798560431870439
2020-09-09,-8.0,-7.0,101.0,-15.0,-41.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,7089.0,597.0,0.008396847952460922
2020-09-10,-8.0,-7.0,101.0,-16.0,-43.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,7159.0,613.0,0.007908710880126539
2020-09-11,-8.0,-7.0,104.0,-15.0,-43.0,0,1.0,1.0,4.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,7194.0,606.0,0.0035066626590521993
